0.000000000000000000e+00 7.170164142608642521e+01 1.520976000785827686e+01
4.081632653061224164e-02 7.255759452819823707e+01 1.463604655265808141e+01
8.163265306122448328e-02 7.234096179962158146e+01 1.491332514762878425e+01
1.224489795918367319e-01 7.449387634277343295e+01 1.502838466644287152e+01
1.632653061224489666e-01 7.496192527770996605e+01 1.538709040641784753e+01
2.040816326530612013e-01 7.648178165435791698e+01 1.587478781700134256e+01
2.448979591836734637e-01 7.832161468505859148e+01 1.607875788688659568e+01
2.857142857142856984e-01 7.744074760437011662e+01 1.592611590385437026e+01
3.265306122448979331e-01 8.041007076263427678e+01 1.659142515182495004e+01
3.673469387755101678e-01 8.101392154693603231e+01 1.628196137428283663e+01
4.081632653061224025e-01 8.515027320861815952e+01 1.753863278388977065e+01
4.489795918367346372e-01 8.607648929595947607e+01 1.752348476886749395e+01
4.897959183673469274e-01 8.749479442596435774e+01 1.821915155410766474e+01
5.306122448979591066e-01 9.074782310485839787e+01 1.831252897262573143e+01
5.714285714285713969e-01 9.214107955932617244e+01 1.930555287361145034e+01
6.122448979591835760e-01 9.311350067138671704e+01 1.929274071693420467e+01
6.530612244897958663e-01 9.814274597167968750e+01 1.934647339820861944e+01
6.938775510204081565e-01 1.006952732086181612e+02 2.050400165081024184e+01
7.346938775510203357e-01 1.052710170745849609e+02 2.148841580390930162e+01
7.755102040816326259e-01 1.047697353363037109e+02 2.115803707122802635e+01
8.163265306122448051e-01 1.079395087432861260e+02 2.234346709251403951e+01
8.571428571428570953e-01 1.098140758514404354e+02 2.224030189514160227e+01
8.979591836734692745e-01 1.143550024414062563e+02 2.320843160629272361e+01
9.387755102040815647e-01 1.162337573242187432e+02 2.347895512580871724e+01
9.795918367346938549e-01 1.169721424102783232e+02 2.360748847961425767e+01
1.020408163265306145e+00 1.216839405059814396e+02 2.449130018234252759e+01
1.061224489795918213e+00 1.235887670135497984e+02 2.507363498687744041e+01
1.102040816326530503e+00 1.254545099639892527e+02 2.514788270950317539e+01
1.142857142857142794e+00 1.300037225341797011e+02 2.632053958892822365e+01
1.183673469387755084e+00 1.323163414001464844e+02 2.672001277923584084e+01
1.224489795918367152e+00 1.343589200592041095e+02 2.780624627113342129e+01
1.265306122448979442e+00 1.384796103668212766e+02 2.882182821273803697e+01
1.306122448979591733e+00 1.395400791931152469e+02 2.775193510055542134e+01
1.346938775510204023e+00 1.424451970672607501e+02 2.972183668136596779e+01
1.387755102040816313e+00 1.462256565856933719e+02 3.027678974151611158e+01
1.428571428571428381e+00 1.449003630828857467e+02 2.929293121337890682e+01
1.469387755102040671e+00 1.534159685516357285e+02 3.179489301681518398e+01
1.510204081632652962e+00 1.519578340911865268e+02 3.100488822937011690e+01
1.551020408163265252e+00 1.536486902618408124e+02 3.120173725128173814e+01
1.591836734693877320e+00 1.619209828948974632e+02 3.353124071121215621e+01
1.632653061224489610e+00 1.597013953399658135e+02 3.268150495529175004e+01
1.673469387755101900e+00 1.632520476531982467e+02 3.308155759811401708e+01
1.714285714285714191e+00 1.696901586914062534e+02 3.564323488235473292e+01
1.755102040816326481e+00 1.692460376739501839e+02 3.365129436492919979e+01
1.795918367346938549e+00 1.737335542297363418e+02 3.466692314147949361e+01
1.836734693877550839e+00 1.748601667022705044e+02 3.632803359031677104e+01
1.877551020408163129e+00 1.772837592315673874e+02 3.699055555343628043e+01
1.918367346938775420e+00 1.836286545562744266e+02 3.711019382476806783e+01
1.959183673469387710e+00 1.811113337707519406e+02 3.596975278854370117e+01
2.000000000000000000e+00 1.843539633178710915e+02 3.732710483551025504e+01
