9.529529529529529031e-01 1.160680389404296875e+02 2.390317153930664062e+01
7.287287287287287363e-01 1.025591049194335938e+02 2.117573547363281250e+01
2.882882882882882858e-01 7.912528991699218750e+01 1.649995231628417969e+01
1.435435435435435503e+00 1.492418975830078125e+02 3.072763252258300781e+01
1.481481481481481399e-01 7.454913330078125000e+01 1.561405563354492188e+01
1.987987987987987815e+00 1.890948638916015625e+02 3.893471908569335938e+01
1.589589589589589513e+00 1.600825347900390625e+02 3.295840072631835938e+01
1.361361361361361322e+00 1.440700531005859375e+02 2.966318321228027344e+01
1.265265265265265171e+00 1.374499359130859375e+02 2.830020141601562500e+01
1.707707707707707634e+00 1.684619293212890625e+02 3.468323898315429688e+01
8.208208208208211953e-02 7.270677185058593750e+01 1.525991725921630859e+01
5.145145145145144649e-01 9.000100708007812500e+01 1.865692710876464844e+01
1.887887887887887750e+00 1.813730010986328125e+02 3.734168243408203125e+01
1.381381381381381335e-01 7.423715209960937500e+01 1.555379486083984375e+01
4.944944944944945076e-01 8.882733154296875000e+01 1.842151832580566406e+01
1.039039039039038936e+00 1.218892669677734375e+02 2.509786796569824219e+01
1.191191191191191212e+00 1.323469238281250000e+02 2.724957275390625000e+01
1.617617617617617576e+00 1.620690307617187500e+02 3.336729049682617188e+01
1.301301301301301283e+00 1.399324798583984375e+02 2.881132698059082031e+01
1.463463463463463343e+00 1.512129211425781250e+02 3.113322257995605469e+01
1.697697697697697627e+00 1.677516021728515625e+02 3.453702163696289062e+01
1.161161161161161193e+00 1.302781372070312500e+02 2.682364082336425781e+01
8.308308308308308687e-01 1.085367736816406250e+02 2.237489891052246094e+01
7.827827827827827933e-01 1.057272033691406250e+02 2.181123352050781250e+01
1.405405405405405483e+00 1.471300811767578125e+02 3.029306602478027344e+01
1.101101101101101154e+00 1.261428680419921875e+02 2.597237777709960938e+01
1.973973973973973894e+00 1.879208221435546875e+02 3.869268035888671875e+01
1.667667667667667608e+00 1.656206207275390625e+02 3.409837341308593750e+01
1.893893893893893843e+00 1.818121032714843750e+02 3.743220138549804688e+01
1.177177177177177070e+00 1.313814849853515625e+02 2.705080604553222656e+01
9.809809809809810766e-02 7.308487701416015625e+01 1.533197593688964844e+01
2.682682682682682729e-01 7.844390869140625000e+01 1.636780357360839844e+01
7.407407407407406996e-01 1.032631378173828125e+02 2.131695556640625000e+01
1.977977977977977808e+00 1.882562408447265625e+02 3.876183700561523438e+01
5.685685685685685220e-01 9.317000579833984375e+01 1.929253005981445312e+01
4.364364364364364257e-01 8.547420501708984375e+01 1.775031471252441406e+01
7.907907907907907319e-01 1.061965408325195312e+02 2.190537834167480469e+01
8.688688688688688266e-01 1.107243652343750000e+02 2.281410026550292969e+01
1.311311311311311290e+00 1.406220855712890625e+02 2.895330238342285156e+01
1.083083083083083098e+00 1.249079360961914062e+02 2.571848487854003906e+01
1.771771771771771586e+00 1.730079803466796875e+02 3.561901855468750000e+01
1.105105105105105068e+00 1.264172973632812500e+02 2.602879524230957031e+01
8.808808808808810120e-02 7.284855651855468750e+01 1.528693771362304688e+01
1.185185185185185119e+00 1.319331512451171875e+02 2.716438865661621094e+01
2.562562562562562540e-01 7.803507995605468750e+01 1.628851127624511719e+01
5.245245245245244714e-01 9.058786010742187500e+01 1.877462959289550781e+01
1.807807807807807698e+00 1.755651397705078125e+02 3.614540863037109375e+01
9.609609609609603975e-02 7.303761291503906250e+01 1.532297134399414062e+01
1.135135135135135087e+00 1.284851837158203125e+02 2.645449829101562500e+01
2.102102102102102466e-01 7.648336791992187500e+01 1.598769187927246094e+01
