1.658255346483117565e+00 3.949239552021026611e-01 1.172255203127861023e-01
1.163759897339142757e-01 3.875913918018341064e-01 8.175598084926605225e-02
1.711426258724149108e+00 3.907727897167205811e-01 1.176268085837364197e-01
5.805365693369641811e-01 4.827365279197692871e-01 8.969172835350036621e-02
8.456712942990638471e-01 4.713909924030303955e-01 1.161741167306900024e-01
4.303428588729301119e-01 4.401886761188507080e-01 7.668946683406829834e-02
2.684951539895454875e-01 4.050140976905822754e-01 8.768061548471450806e-02
9.837090151034932894e-02 3.853290379047393799e-01 8.058726787567138672e-02
1.183077706437106524e+00 4.293425977230072021e-01 1.138120964169502258e-01
1.701034790249612572e+00 3.915840685367584229e-01 1.175483837723731995e-01
7.135225094729311657e-01 4.761346876621246338e-01 1.056237593293190002e-01
1.708624034833060135e+00 3.909915983676910400e-01 1.176056787371635437e-01
1.998765183566261872e+00 3.694501817226409912e-01 1.193661913275718689e-01
1.136708251544904513e-02 3.805440664291381836e-01 7.647647708654403687e-02
1.344292529220372678e+00 4.189639091491699219e-01 1.148862317204475403e-01
3.049532091572224601e-01 4.077028334140777588e-01 8.669006824493408203e-02
8.752508664523128701e-01 4.682742655277252197e-01 1.166345253586769104e-01
9.229533815503658811e-01 4.612437188625335693e-01 1.158504262566566467e-01
1.320211741543375616e-01 3.895572125911712646e-01 8.277148753404617310e-02
1.608736602285564921e+00 3.987899422645568848e-01 1.168517395853996277e-01
1.121961360820907361e+00 4.333283305168151855e-01 1.134760826826095581e-01
1.489435535131145905e+00 4.081039726734161377e-01 1.159512922167778015e-01
1.277948164748223592e+00 4.232350289821624756e-01 1.144441738724708557e-01
7.030182013137336039e-01 4.763631522655487061e-01 1.043460369110107422e-01
3.841588297219566961e-01 4.300974905490875244e-01 7.880440354347229004e-02
4.677932437500236240e-01 4.494838714599609375e-01 7.919174432754516602e-02
8.169109844099011752e-01 4.737879633903503418e-01 1.146603152155876160e-01
1.411386021866500862e+00 4.141973555088043213e-01 1.153621599078178406e-01
1.410561078661587198e+00 4.142617881298065186e-01 1.153559461236000061e-01
5.805365693369641811e-01 4.827365279197692871e-01 8.969172835350036621e-02
1.143350027838485161e+00 4.319001436233520508e-01 1.135473996400833130e-01
1.639682854796116196e+00 3.963738977909088135e-01 1.170853003859519958e-01
6.974661847158003525e-02 3.817323744297027588e-01 7.872929424047470093e-02
6.544796181062157991e-01 4.795867502689361572e-01 9.780163317918777466e-02
1.932274405339043710e+00 3.737586140632629395e-01 1.192056685686111450e-01
1.956843866888680283e+00 3.721665740013122559e-01 1.192650124430656433e-01
3.634722465727269203e-02 3.783418536186218262e-01 7.664631307125091553e-02
1.020532385284478982e+00 4.462637007236480713e-01 1.142332181334495544e-01
8.890544317392070628e-01 4.663198292255401611e-01 1.170688644051551819e-01
3.442249299020414544e-01 4.170065820217132568e-01 8.311017602682113647e-02
5.580562771635297903e-01 4.794652760028839111e-01 8.777218312025070190e-02
1.701034790249612572e+00 3.915840685367584229e-01 1.175483837723731995e-01
1.970034682884421740e+00 3.713118731975555420e-01 1.192968264222145081e-01
3.301146346323851066e-01 4.125060439109802246e-01 8.457948267459869385e-02
4.395859060151194875e-01 4.423508644104003906e-01 7.678105682134628296e-02
4.865254255409798834e-01 4.569411575794219971e-01 8.178668469190597534e-02
1.298587242419343646e+00 4.219063222408294678e-01 1.145816817879676819e-01
6.123716019156142387e-01 4.819717705249786377e-01 9.448935836553573608e-02
1.699206439006148983e-01 3.944827020168304443e-01 8.483051508665084839e-02
9.035012474425729856e-01 4.640659391880035400e-01 1.166200265288352966e-01
